Element,Rotation axis,GB type,Crystal type,Potential,Sigma,GB plane,Misorientation Angle (°),GB energy (J/m²),Free volume (nm)
Fe,[110],STGB,BCC,EAM,97,(-5 5 -12),61.02,1.53,0.0080
Fe,[110],STGB,BCC,EAM,67,(-3 3 -7),62.44,1.68,0.0249
Fe,[110],STGB,BCC,EAM,3,(-1 1 1),70.53,0.32,0.0014
Fe,[110],STGB,BCC,EAM,81,(7 -7 -8),77.88,1.76,0.0233
Fe,[110],STGB,BCC,EAM,43,(5 -5 -6),80.63,1.61,0.0208
Fe,[110],STGB,BCC,EAM,17,(3 -3 -4),86.63,1.38,0.0250
Fe,[110],STGB,BCC,GRACE,289,(1 -1 24),6.74,0.84,0.0141
Fe,[110],STGB,BCC,GRACE,243,(-11 11 1),7.36,0.93,0.0024
Fe,[110],STGB,BCC,GRACE,201,(-10 10 1),8.09,0.97,0.0142
Fe,[110],STGB,BCC,GRACE,291,(1 -1 17),9.51,1.05,0.0154
Fe,[110],STGB,BCC,GRACE,129,(-8 8 1),10.1,1.11,0.0161
Fe,[110],STGB,BCC,GRACE,227,(-15 15 2),10.77,1.13,0.0165
Fe,[110],STGB,BCC,GRACE,99,(-7 7 1),11.54,1.15,0.0201
Fe,[110],STGB,BCC,GRACE,73,(-6 6 1),13.44,1.17,0.0161
Fe,[110],STGB,BCC,GRACE,51,(-5 5 1),16.1,1.27,0.0177
Fe,[110],STGB,BCC,GRACE,83,(-9 9 2),17.86,1.45,0.0172
Fe,[110],STGB,BCC,GRACE,33,(-4 4 1),20.05,1.53,0.0277
Fe,[110],STGB,BCC,GRACE,19,(-3 3 1),26.53,1.75,0.0325
Fe,[110],STGB,BCC,GRACE,27,(-5 5 2),31.59,1.68,0.0150
Fe,[110],STGB,BCC,GRACE,89,(-2 2 -9),34.89,1.68,0.0153
Fe,[110],STGB,BCC,GRACE,9,(-1 1 -4),38.94,1.47,0.0245
Fe,[110],STGB,BCC,GRACE,57,(-2 2 -7),44,1.79,0.0198
Fe,[110],STGB,BCC,GRACE,59,(-5 5 3),45.98,1.55,0.0278
Fe,[110],STGB,BCC,GRACE,11,(-3 3 2),50.48,1.25,0.0138
Fe,[110],STGB,BCC,GRACE,41,(-3 3 -8),55.88,1.35,0.0254
Fe,[110],STGB,BCC,GRACE,97,(-5 5 -12),61.02,1.44,0.0228
Fe,[110],STGB,BCC,GRACE,67,(-3 3 -7),62.44,1.57,0.0202
Fe,[110],STGB,BCC,GRACE,3,(-1 1 1),70.53,0.46,0.0098
Fe,[110],STGB,BCC,GRACE,81,(7 -7 -8),77.88,1.63,0.0225
Fe,[110],STGB,BCC,GRACE,43,(5 -5 -6),80.63,1.59,0.0222
Fe,[110],STGB,BCC,GRACE,17,(3 -3 -4),86.63,1.44,0.0207
Fe,[110],STGB,BCC,MACE,73,(-6 6 1),13.44,0.79,0.0099
Fe,[110],STGB,BCC,MACE,51,(-5 5 1),16.1,0.87,0.0106
Fe,[110],STGB,BCC,MACE,83,(-9 9 2),17.86,0.93,0.0064
Fe,[110],STGB,BCC,MACE,33,(-4 4 1),20.05,1.13,0.0227
Fe,[110],STGB,BCC,MACE,19,(-3 3 1),26.53,1.37,0.0345
Fe,[110],STGB,BCC,MACE,27,(-5 5 2),31.59,1.05,0.0072
Fe,[110],STGB,BCC,MACE,9,(-1 1 -4),38.94,1.09,0.0225
Fe,[110],STGB,BCC,MACE,57,(-2 2 -7),44,0.91,0.0090
Fe,[110],STGB,BCC,MACE,59,(-5 5 3),45.98,1.10,0.0269
Fe,[110],STGB,BCC,MACE,11,(-3 3 2),50.48,0.58,0.0114
Fe,[110],STGB,BCC,MACE,41,(-3 3 -8),55.88,0.92,0.0248
Fe,[110],STGB,BCC,MACE,67,(-3 3 -7),62.44,0.94,0.0041
Fe,[110],STGB,BCC,MACE,3,(-1 1 1),70.53,0.17,0.0108
Fe,[110],STGB,BCC,MACE,81,(7 -7 -8),77.88,1.07,0.0042
Fe,[110],STGB,BCC,MACE,43,(5 -5 -6),80.63,1.03,0.0021
Fe,[110],STGB,BCC,MACE,17,(3 -3 -4),86.63,0.92,0.0043
Fe,[110],STGB,BCC,MEAM,289,(1 -1 24),6.74,1.22,0.0187
Fe,[110],STGB,BCC,MEAM,243,(-11 11 1),7.36,1.11,0.0146
Fe,[110],STGB,BCC,MEAM,201,(-10 10 1),8.09,1.19,0.0157
Fe,[110],STGB,BCC,MEAM,291,(1 -1 17),9.51,1.38,0.0184
Fe,[110],STGB,BCC,MEAM,129,(-8 8 1),10.1,1.23,0.0165
Fe,[110],STGB,BCC,MEAM,227,(-15 15 2),10.77,1.38,0.0184
Fe,[110],STGB,BCC,MEAM,99,(-7 7 1),11.54,1.39,0.0232
Fe,[110],STGB,BCC,MEAM,73,(-6 6 1),13.44,1.77,0.0318
Fe,[110],STGB,BCC,MEAM,51,(-5 5 1),16.1,1.44,0.0229
Fe,[110],STGB,BCC,MEAM,83,(-9 9 2),17.86,1.57,0.0214
Fe,[110],STGB,BCC,MEAM,33,(-4 4 1),20.05,1.46,0.0270
Fe,[110],STGB,BCC,MEAM,19,(-3 3 1),26.53,1.63,0.0325
Fe,[110],STGB,BCC,MEAM,27,(-5 5 2),31.59,1.46,0.0243
Fe,[110],STGB,BCC,MEAM,89,(-2 2 -9),34.89,1.68,0.0249
Fe,[110],STGB,BCC,MEAM,9,(-1 1 -4),38.94,1.26,0.0234
Fe,[110],STGB,BCC,MEAM,57,(-2 2 -7),44,1.40,0.0220
Fe,[110],STGB,BCC,MEAM,59,(-5 5 3),45.98,1.88,0.0333
Fe,[110],STGB,BCC,MEAM,11,(-3 3 2),50.48,0.88,0.0164
Fe,[110],STGB,BCC,MEAM,41,(-3 3 -8),55.88,1.44,0.0234
Fe,[110],STGB,BCC,MEAM,97,(-5 5 -12),61.02,1.56,0.0268
Fe,[110],STGB,BCC,MEAM,67,(-3 3 -7),62.44,1.44,0.0251
Fe,[110],STGB,BCC,MEAM,3,(-1 1 1),70.53,0.30,0.0049
Fe,[110],STGB,BCC,MEAM,81,(7 -7 -8),77.88,1.63,0.0261
Fe,[110],STGB,BCC,MEAM,43,(5 -5 -6),80.63,1.49,0.0243
Fe,[110],STGB,BCC,MEAM,17,(3 -3 -4),86.63,1.25,0.0208
Fe,[110],STGB,BCC,ORB,73,(-6 6 1),13.44,1.29,0.0725
Fe,[110],STGB,BCC,ORB,51,(-5 5 1),16.1,1.38,0.0813
Fe,[110],STGB,BCC,ORB,83,(-9 9 2),17.86,1.55,0.0903
Fe,[110],STGB,BCC,ORB,33,(-4 4 1),20.05,1.69,0.0280
Fe,[110],STGB,BCC,ORB,19,(-3 3 1),26.53,1.89,0.0263
Fe,[110],STGB,BCC,ORB,27,(-5 5 2),31.59,1.85,0.0421
Fe,[110],STGB,BCC,ORB,9,(-1 1 -4),38.94,1.64,0.0179
Fe,[110],STGB,BCC,ORB,57,(-2 2 -7),44,1.99,0.0593
Fe,[110],STGB,BCC,ORB,59,(-5 5 3),45.98,1.76,0.0676
Fe,[110],STGB,BCC,ORB,11,(-3 3 2),50.48,1.46,0.0187
Fe,[110],STGB,BCC,ORB,41,(-3 3 -8),55.88,1.46,0.0643
Fe,[110],STGB,BCC,ORB,67,(-3 3 -7),62.44,1.75,0.0722
Fe,[110],STGB,BCC,ORB,3,(-1 1 1),70.53,0.38,0.0088
Fe,[110],STGB,BCC,ORB,81,(7 -7 -8),77.88,1.76,0.0827
Fe,[110],STGB,BCC,ORB,43,(5 -5 -6),80.63,1.72,0.0344
Fe,[110],STGB,BCC,ORB,17,(3 -3 -4),86.63,1.56,0.0431
Fe,[110],STGB,BCC,SevenNet,33,(-4 4 1),20.05,0.95,0.0141
Fe,[110],STGB,BCC,SevenNet,19,(-3 3 1),26.53,1.11,0.0193
Fe,[110],STGB,BCC,SevenNet,9,(-1 1 -4),38.94,0.90,0.0058
Fe,[110],STGB,BCC,SevenNet,41,(-3 3 -8),55.88,0.79,0.0171
Fe,[110],STGB,BCC,SevenNet,3,(-1 1 1),70.53,0.17,0.0063
Fe,[110],STGB,BCC,SevenNet,43,(5 -5 -6),80.63,0.90,0.0014
Fe,[110],STGB,BCC,UMA,129,(-8 8 1),10.1,2.75,0.1060
Fe,[110],STGB,BCC,UMA,99,(-7 7 1),11.54,3.57,0.1562
Fe,[110],STGB,BCC,UMA,73,(-6 6 1),13.44,3.66,0.1437
Fe,[110],STGB,BCC,UMA,51,(-5 5 1),16.1,3.56,0.1283
Fe,[110],STGB,BCC,UMA,83,(-9 9 2),17.86,3.69,0.1317
Fe,[110],STGB,BCC,UMA,33,(-4 4 1),20.05,2.92,0.1009
Fe,[110],STGB,BCC,UMA,19,(-3 3 1),26.53,2.84,0.0841
Fe,[110],STGB,BCC,UMA,27,(-5 5 2),31.59,3.08,0.0840
Fe,[110],STGB,BCC,UMA,89,(-2 2 -9),34.89,4.07,0.1340
Fe,[110],STGB,BCC,UMA,9,(-1 1 -4),38.94,2.20,0.0598
Fe,[110],STGB,BCC,UMA,57,(-2 2 -7),44,3.73,0.1128
Fe,[110],STGB,BCC,UMA,59,(-5 5 3),45.98,3.46,0.1247
Fe,[110],STGB,BCC,UMA,11,(-3 3 2),50.48,2.23,0.0552
Fe,[110],STGB,BCC,UMA,41,(-3 3 -8),55.88,2.90,0.1070
Fe,[110],STGB,BCC,UMA,97,(-5 5 -12),61.02,3.81,0.1391
Fe,[110],STGB,BCC,UMA,67,(-3 3 -7),62.44,3.62,0.1212
Fe,[110],STGB,BCC,UMA,3,(-1 1 1),70.53,0.81,0.0258
Fe,[110],STGB,BCC,UMA,81,(7 -7 -8),77.88,3.87,0.1299
Fe,[110],STGB,BCC,UMA,43,(5 -5 -6),80.63,3.24,0.1014
Fe,[110],STGB,BCC,UMA,17,(3 -3 -4),86.63,2.51,0.0705
Fe,[110],TWGB,BCC,ADP,289,(1 1 0),6.74,0.70,0.0014
Fe,[110],TWGB,BCC,ADP,243,(1 1 0),7.36,0.72,0.0014
Fe,[110],TWGB,BCC,ADP,201,(1 1 0),8.09,0.74,0.0016
Fe,[110],TWGB,BCC,ADP,291,(1 1 0),9.51,0.77,0.0018
Fe,[110],TWGB,BCC,ADP,129,(1 1 0),10.1,0.78,0.0019
Fe,[110],TWGB,BCC,ADP,227,(1 1 0),10.77,0.80,0.0018
Fe,[110],TWGB,BCC,ADP,99,(1 1 0),11.54,0.81,0.0016
Fe,[110],TWGB,BCC,ADP,73,(1 1 0),13.44,0.83,0.0024
Fe,[110],TWGB,BCC,ADP,51,(1 1 0),16.1,0.85,0.0029
Fe,[110],TWGB,BCC,ADP,83,(1 1 0),17.86,0.87,0.0030
Fe,[110],TWGB,BCC,ADP,33,(1 1 0),20.05,0.88,0.0028
Fe,[110],TWGB,BCC,ADP,19,(1 1 0),26.53,0.88,0.0034
Fe,[110],TWGB,BCC,ADP,27,(1 1 0),31.59,0.89,0.0044
Fe,[110],TWGB,BCC,ADP,89,(1 1 0),34.89,0.90,0.0032
Fe,[110],TWGB,BCC,ADP,9,(1 1 0),38.94,0.89,0.0031
Fe,[110],TWGB,BCC,ADP,57,(1 1 0),44,0.90,0.0014
Fe,[110],TWGB,BCC,ADP,59,(1 1 0),45.98,0.90,0.0012
Fe,[110],TWGB,BCC,ADP,11,(1 1 0),50.48,0.84,0.0013
Fe,[110],TWGB,BCC,ADP,41,(1 1 0),55.88,0.88,0.0018
Fe,[110],TWGB,BCC,ADP,97,(1 1 0),61.02,0.84,0.0013
Fe,[110],TWGB,BCC,ADP,67,(1 1 0),62.44,0.81,0.0011
Fe,[110],TWGB,BCC,ADP,3,(1 1 0),70.53,0.49,0.0023
Fe,[110],TWGB,BCC,ADP,81,(1 1 0),77.88,0.78,0.0011
Fe,[110],TWGB,BCC,ADP,43,(1 1 0),80.63,0.80,0.0024
Fe,[110],TWGB,BCC,ADP,17,(1 1 0),86.63,0.85,0.0030
Fe,[110],TWGB,BCC,EAM,289,(1 1 0),6.74,0.58,0.0012
Fe,[110],TWGB,BCC,EAM,243,(1 1 0),7.36,0.59,0.0016
Fe,[110],TWGB,BCC,EAM,201,(1 1 0),8.09,0.61,0.0014
Fe,[110],TWGB,BCC,EAM,291,(1 1 0),9.51,0.64,0.0027
Fe,[110],TWGB,BCC,EAM,129,(1 1 0),10.1,0.65,0.0031
Fe,[110],TWGB,BCC,EAM,227,(1 1 0),10.77,0.66,0.0033
Fe,[110],TWGB,BCC,EAM,99,(1 1 0),11.54,0.67,0.0040
Fe,[110],TWGB,BCC,EAM,73,(1 1 0),13.44,0.69,0.0045
Fe,[110],TWGB,BCC,EAM,51,(1 1 0),16.1,0.72,0.0045
Fe,[110],TWGB,BCC,EAM,83,(1 1 0),17.86,0.73,0.0057
Fe,[110],TWGB,BCC,EAM,33,(1 1 0),20.05,0.74,0.0057
Fe,[110],TWGB,BCC,EAM,19,(1 1 0),26.53,0.76,0.0045
Fe,[110],TWGB,BCC,EAM,27,(1 1 0),31.59,0.77,0.0068
Fe,[110],TWGB,BCC,EAM,89,(1 1 0),34.89,0.78,0.0070
Fe,[110],TWGB,BCC,EAM,9,(1 1 0),38.94,0.75,0.0085
Fe,[110],TWGB,BCC,EAM,57,(1 1 0),44,0.77,0.0066
Fe,[110],TWGB,BCC,EAM,59,(1 1 0),45.98,0.76,0.0056
Fe,[110],TWGB,BCC,EAM,11,(1 1 0),50.48,0.70,0.0065
Fe,[110],TWGB,BCC,EAM,41,(1 1 0),55.88,0.73,0.0052
Fe,[110],TWGB,BCC,EAM,97,(1 1 0),61.02,0.70,0.0042
Fe,[110],TWGB,BCC,EAM,67,(1 1 0),62.44,0.68,0.0036
Fe,[110],TWGB,BCC,EAM,3,(1 1 0),70.53,0.39,0.0015
Fe,[110],TWGB,BCC,EAM,81,(1 1 0),77.88,0.65,0.0034
Fe,[110],TWGB,BCC,EAM,43,(1 1 0),80.63,0.67,0.0031
Fe,[110],TWGB,BCC,EAM,17,(1 1 0),86.63,0.71,0.0047
Fe,[110],TWGB,BCC,GRACE,289,(1 1 0),6.74,0.63,0.0097
Fe,[110],TWGB,BCC,GRACE,243,(1 1 0),7.36,0.65,0.0101
Fe,[110],TWGB,BCC,GRACE,201,(1 1 0),8.09,0.68,0.0106
Fe,[110],TWGB,BCC,GRACE,291,(1 1 0),9.51,0.73,0.0114
Fe,[110],TWGB,BCC,GRACE,129,(1 1 0),10.1,0.74,0.0117
Fe,[110],TWGB,BCC,GRACE,227,(1 1 0),10.77,0.76,0.0120
Fe,[110],TWGB,BCC,GRACE,99,(1 1 0),11.54,0.78,0.0123
Fe,[110],TWGB,BCC,GRACE,73,(1 1 0),13.44,0.82,0.0130
Fe,[110],TWGB,BCC,GRACE,51,(1 1 0),16.1,0.86,0.0138
Fe,[110],TWGB,BCC,GRACE,83,(1 1 0),17.86,0.89,0.0142
Fe,[110],TWGB,BCC,GRACE,33,(1 1 0),20.05,0.91,0.0146
Fe,[110],TWGB,BCC,GRACE,19,(1 1 0),26.53,0.94,0.0154
Fe,[110],TWGB,BCC,GRACE,27,(1 1 0),31.59,0.96,0.0157
Fe,[110],TWGB,BCC,GRACE,89,(1 1 0),34.89,0.96,0.0159
Fe,[110],TWGB,BCC,GRACE,9,(1 1 0),38.94,0.95,0.0156
Fe,[110],TWGB,BCC,GRACE,57,(1 1 0),44,0.95,0.0158
Fe,[110],TWGB,BCC,GRACE,59,(1 1 0),45.98,0.94,0.0157
Fe,[110],TWGB,BCC,GRACE,11,(1 1 0),50.48,0.88,0.0150
Fe,[110],TWGB,BCC,GRACE,41,(1 1 0),55.88,0.90,0.0150
Fe,[110],TWGB,BCC,GRACE,97,(1 1 0),61.02,0.85,0.0138
Fe,[110],TWGB,BCC,GRACE,67,(1 1 0),62.44,0.82,0.0134
Fe,[110],TWGB,BCC,GRACE,3,(1 1 0),70.53,0.52,0.0095
Fe,[110],TWGB,BCC,GRACE,81,(1 1 0),77.88,0.80,0.0134
Fe,[110],TWGB,BCC,GRACE,43,(1 1 0),80.63,0.83,0.0138
Fe,[110],TWGB,BCC,GRACE,17,(1 1 0),86.63,0.87,0.0145
Fe,[110],TWGB,BCC,MACE,73,(1 1 0),13.44,0.47,0.0046
Fe,[110],TWGB,BCC,MACE,51,(1 1 0),16.1,0.50,0.0053
Fe,[110],TWGB,BCC,MACE,83,(1 1 0),17.86,0.52,0.0056
Fe,[110],TWGB,BCC,MACE,33,(1 1 0),20.05,0.53,0.0059
Fe,[110],TWGB,BCC,MACE,19,(1 1 0),26.53,0.56,0.0055
Fe,[110],TWGB,BCC,MACE,27,(1 1 0),31.59,0.56,0.0054
Fe,[110],TWGB,BCC,MACE,89,(1 1 0),34.89,0.52,0.0040
Fe,[110],TWGB,BCC,MACE,9,(1 1 0),38.94,0.46,0.0039
Fe,[110],TWGB,BCC,MACE,57,(1 1 0),44,0.54,0.0065
Fe,[110],TWGB,BCC,MACE,59,(1 1 0),45.98,0.56,0.0075
Fe,[110],TWGB,BCC,MACE,11,(1 1 0),50.48,0.56,0.0085
Fe,[110],TWGB,BCC,MACE,41,(1 1 0),55.88,0.55,0.0078
Fe,[110],TWGB,BCC,MACE,67,(1 1 0),62.44,0.43,0.0044
Fe,[110],TWGB,BCC,MACE,3,(1 1 0),70.53,0.23,0.0029
Fe,[110],TWGB,BCC,MACE,81,(1 1 0),77.88,0.39,0.0022
Fe,[110],TWGB,BCC,MACE,43,(1 1 0),80.63,0.42,0.0028
Fe,[110],TWGB,BCC,MACE,17,(1 1 0),86.63,0.46,0.0039
Fe,[110],TWGB,BCC,MEAM,289,(1 1 0),6.74,0.61,0.0076
Fe,[110],TWGB,BCC,MEAM,243,(1 1 0),7.36,0.62,0.0077
Fe,[110],TWGB,BCC,MEAM,201,(1 1 0),8.09,0.64,0.0080
Fe,[110],TWGB,BCC,MEAM,291,(1 1 0),9.51,0.67,0.0084
Fe,[110],TWGB,BCC,MEAM,129,(1 1 0),10.1,0.68,0.0085
Fe,[110],TWGB,BCC,MEAM,227,(1 1 0),10.77,0.70,0.0086
Fe,[110],TWGB,BCC,MEAM,99,(1 1 0),11.54,0.71,0.0088
Fe,[110],TWGB,BCC,MEAM,73,(1 1 0),13.44,0.74,0.0092
Fe,[110],TWGB,BCC,MEAM,51,(1 1 0),16.1,0.77,0.0098
Fe,[110],TWGB,BCC,MEAM,83,(1 1 0),17.86,0.79,0.0097
Fe,[110],TWGB,BCC,MEAM,33,(1 1 0),20.05,0.80,0.0100
Fe,[110],TWGB,BCC,MEAM,19,(1 1 0),26.53,0.82,0.0105
Fe,[110],TWGB,BCC,MEAM,27,(1 1 0),31.59,0.84,0.0104
Fe,[110],TWGB,BCC,MEAM,89,(1 1 0),34.89,0.80,0.0111
Fe,[110],TWGB,BCC,MEAM,9,(1 1 0),38.94,0.70,0.0100
Fe,[110],TWGB,BCC,MEAM,57,(1 1 0),44,0.79,0.0104
Fe,[110],TWGB,BCC,MEAM,59,(1 1 0),45.98,0.83,0.0105
Fe,[110],TWGB,BCC,MEAM,11,(1 1 0),50.48,0.78,0.0100
Fe,[110],TWGB,BCC,MEAM,41,(1 1 0),55.88,0.80,0.0101
Fe,[110],TWGB,BCC,MEAM,97,(1 1 0),61.02,0.74,0.0094
Fe,[110],TWGB,BCC,MEAM,67,(1 1 0),62.44,0.71,0.0089
Fe,[110],TWGB,BCC,MEAM,3,(1 1 0),70.53,0.40,0.0056
Fe,[110],TWGB,BCC,MEAM,81,(1 1 0),77.88,0.65,0.0089
Fe,[110],TWGB,BCC,MEAM,43,(1 1 0),80.63,0.67,0.0092
Fe,[110],TWGB,BCC,MEAM,17,(1 1 0),86.63,0.71,0.0099
Fe,[110],TWGB,BCC,ORB,73,(1 1 0),13.44,0.83,0.0165
Fe,[110],TWGB,BCC,ORB,51,(1 1 0),16.1,0.87,0.0160
Fe,[110],TWGB,BCC,ORB,33,(1 1 0),20.05,0.93,0.0105
Fe,[110],TWGB,BCC,ORB,19,(1 1 0),26.53,0.96,0.0130
Fe,[110],TWGB,BCC,ORB,27,(1 1 0),31.59,0.99,0.0167
Fe,[110],TWGB,BCC,ORB,9,(1 1 0),38.94,0.98,0.0176
Fe,[110],TWGB,BCC,ORB,57,(1 1 0),44,0.96,0.0156
Fe,[110],TWGB,BCC,ORB,59,(1 1 0),45.98,0.94,0.0121
Fe,[110],TWGB,BCC,ORB,11,(1 1 0),50.48,0.86,0.0153
Fe,[110],TWGB,BCC,ORB,41,(1 1 0),55.88,0.89,0.0150
Fe,[110],TWGB,BCC,ORB,67,(1 1 0),62.44,0.81,0.0142
Fe,[110],TWGB,BCC,ORB,3,(1 1 0),70.53,0.48,0.0127
Fe,[110],TWGB,BCC,ORB,43,(1 1 0),80.63,0.83,0.0152
Fe,[110],TWGB,BCC,ORB,17,(1 1 0),86.63,0.89,0.0126
Fe,[110],TWGB,BCC,SevenNet,51,(1 1 0),16.1,0.48,0.0042
Fe,[110],TWGB,BCC,SevenNet,33,(1 1 0),20.05,0.50,0.0041
Fe,[110],TWGB,BCC,SevenNet,19,(1 1 0),26.53,0.52,0.0033
Fe,[110],TWGB,BCC,SevenNet,27,(1 1 0),31.59,0.52,0.0030
Fe,[110],TWGB,BCC,SevenNet,9,(1 1 0),38.94,0.46,0.0011
Fe,[110],TWGB,BCC,SevenNet,11,(1 1 0),50.48,0.49,0.0063
Fe,[110],TWGB,BCC,SevenNet,41,(1 1 0),55.88,0.50,0.0055
Fe,[110],TWGB,BCC,SevenNet,3,(1 1 0),70.53,0.23,0.0014
Fe,[110],TWGB,BCC,SevenNet,43,(1 1 0),80.63,0.41,0.0015
Fe,[110],TWGB,BCC,SevenNet,17,(1 1 0),86.63,0.44,0.0026
Fe,[110],TWGB,BCC,UMA,73,(1 1 0),13.44,1.34,0.0377
Fe,[110],TWGB,BCC,UMA,51,(1 1 0),16.1,1.38,0.0385
Fe,[110],TWGB,BCC,UMA,83,(1 1 0),17.86,1.41,0.0390
Fe,[110],TWGB,BCC,UMA,33,(1 1 0),20.05,1.44,0.0396
Fe,[110],TWGB,BCC,UMA,19,(1 1 0),26.53,1.47,0.0401
Fe,[110],TWGB,BCC,UMA,27,(1 1 0),31.59,1.49,0.0405
Fe,[110],TWGB,BCC,UMA,9,(1 1 0),38.94,1.49,0.0400
Fe,[110],TWGB,BCC,UMA,57,(1 1 0),44,1.47,0.0399
Fe,[110],TWGB,BCC,UMA,59,(1 1 0),45.98,1.46,0.0396
Fe,[110],TWGB,BCC,UMA,11,(1 1 0),50.48,1.39,0.0374
Fe,[110],TWGB,BCC,UMA,41,(1 1 0),55.88,1.40,0.0384
Fe,[110],TWGB,BCC,UMA,67,(1 1 0),62.44,1.34,0.0372
Fe,[110],TWGB,BCC,UMA,3,(1 1 0),70.53,1.03,0.0320
Fe,[110],TWGB,BCC,UMA,81,(1 1 0),77.88,1.33,0.0376
Fe,[110],TWGB,BCC,UMA,43,(1 1 0),80.63,1.36,0.0379
Fe,[110],TWGB,BCC,UMA,17,(1 1 0),86.63,1.42,0.0390
Fe,[111],STGB,BCC,ADP,273,(1 -17 16),6.01,1.34,0.0113
Fe,[111],STGB,BCC,ADP,241,(31 -14 -17),6.4,1.37,0.0173
Fe,[111],STGB,BCC,ADP,211,(29 -13 -16),6.84,1.41,0.0168
Fe,[111],STGB,BCC,ADP,183,(1 -14 13),7.34,1.38,0.0140
Fe,[111],STGB,BCC,ADP,157,(25 -11 -14),7.93,1.60,0.0216
Fe,[111],STGB,BCC,ADP,133,(23 -10 -13),8.61,1.39,0.0134
Fe,[111],STGB,BCC,ADP,111,(1 -11 10),9.43,1.48,0.0141
Fe,[111],STGB,BCC,ADP,91,(19 -8 -11),10.42,1.53,0.0136
Fe,[111],STGB,BCC,ADP,73,(17 -7 -10),11.64,1.59,0.0150
Fe,[111],STGB,BCC,ADP,57,(1 -8 7),13.17,1.56,0.0149
Fe,[111],STGB,BCC,ADP,43,(13 -5 -8),15.18,1.57,0.0146
Fe,[111],STGB,BCC,ADP,31,(11 -4 -7),17.9,1.65,0.0165
Fe,[111],STGB,BCC,ADP,21,(1 -5 4),21.79,1.66,0.0132
Fe,[111],STGB,BCC,ADP,67,(16 -5 -11),24.43,1.99,0.0213
Fe,[111],STGB,BCC,ADP,13,(7 -2 -5),27.8,1.83,0.0156
Fe,[111],STGB,BCC,ADP,97,(19 -5 -14),30.59,2.06,0.0229
Fe,[111],STGB,BCC,ADP,39,(2 -7 5),32.2,1.73,0.0152
Fe,[111],STGB,BCC,ADP,79,(17 -4 -13),33.99,2.14,0.0258
Fe,[111],STGB,BCC,ADP,7,(5 -1 -4),38.21,1.60,0.0122
Fe,[111],STGB,BCC,ADP,93,(4 -11 7),42.1,1.74,0.0120
Fe,[111],STGB,BCC,ADP,49,(13 -2 -11),43.57,1.78,0.0181
Fe,[111],STGB,BCC,ADP,19,(8 -1 -7),46.83,1.62,0.0129
Fe,[111],STGB,BCC,ADP,37,(11 -1 -10),50.57,1.52,0.0093
Fe,[111],STGB,BCC,ADP,61,(14 -1 -13),52.66,1.52,0.0109
Fe,[111],STGB,BCC,ADP,3,(1 -2 1),60,0.42,0.0015
Fe,[111],STGB,BCC,EAM,273,(1 -17 16),6.01,1.13,0.0006
Fe,[111],STGB,BCC,EAM,241,(31 -14 -17),6.4,1.01,0.0016
Fe,[111],STGB,BCC,EAM,211,(29 -13 -16),6.84,1.14,0.0041
Fe,[111],STGB,BCC,EAM,183,(1 -14 13),7.34,1.14,0.0062
Fe,[111],STGB,BCC,EAM,157,(25 -11 -14),7.93,1.31,0.0050
Fe,[111],STGB,BCC,EAM,133,(23 -10 -13),8.61,1.17,0.0021
Fe,[111],STGB,BCC,EAM,111,(1 -11 10),9.43,1.24,0.0071
Fe,[111],STGB,BCC,EAM,91,(19 -8 -11),10.42,1.28,0.0027
Fe,[111],STGB,BCC,EAM,73,(17 -7 -10),11.64,1.27,0.0038
Fe,[111],STGB,BCC,EAM,57,(1 -8 7),13.17,1.31,0.0116
Fe,[111],STGB,BCC,EAM,43,(13 -5 -8),15.18,1.27,0.0057
Fe,[111],STGB,BCC,EAM,31,(11 -4 -7),17.9,1.33,0.0064
Fe,[111],STGB,BCC,EAM,21,(1 -5 4),21.79,1.34,0.0130
Fe,[111],STGB,BCC,EAM,67,(16 -5 -11),24.43,1.60,0.0068
Fe,[111],STGB,BCC,EAM,13,(7 -2 -5),27.8,1.46,0.0083
Fe,[111],STGB,BCC,EAM,97,(19 -5 -14),30.59,1.71,0.0091
Fe,[111],STGB,BCC,EAM,39,(2 -7 5),32.2,1.40,0.0140
Fe,[111],STGB,BCC,EAM,79,(17 -4 -13),33.99,1.76,0.0098
Fe,[111],STGB,BCC,EAM,7,(5 -1 -4),38.21,1.33,0.0124
Fe,[111],STGB,BCC,EAM,93,(4 -11 7),42.1,1.49,0.0118
Fe,[111],STGB,BCC,EAM,49,(13 -2 -11),43.57,1.50,0.0085
Fe,[111],STGB,BCC,EAM,19,(8 -1 -7),46.83,1.36,0.0056
Fe,[111],STGB,BCC,EAM,37,(11 -1 -10),50.57,1.29,0.0033
Fe,[111],STGB,BCC,EAM,61,(14 -1 -13),52.66,1.30,0.0019
Fe,[111],STGB,BCC,EAM,3,(1 -2 1),60,0.35,0.0013
Fe,[111],STGB,BCC,GRACE,273,(1 -17 16),6.01,0.77,0.0079
Fe,[111],STGB,BCC,GRACE,241,(31 -14 -17),6.4,0.74,0.0071
Fe,[111],STGB,BCC,GRACE,211,(29 -13 -16),6.84,0.78,0.0070
Fe,[111],STGB,BCC,GRACE,183,(1 -14 13),7.34,0.87,0.0088
Fe,[111],STGB,BCC,GRACE,157,(25 -11 -14),7.93,0.84,0.0079
Fe,[111],STGB,BCC,GRACE,133,(23 -10 -13),8.61,0.88,0.0084
